Date,Close
2021-05-20,28098.25
2021-05-21,28317.830078
2021-05-24,28364.609375
2021-05-25,28553.980469
2021-05-26,28642.189453
2021-05-27,28549.009766
2021-05-28,29149.410156
2021-05-31,28860.080078
2021-06-01,28814.339844
2021-06-02,28946.140625
2021-06-03,29058.109375
2021-06-04,28941.519531
2021-06-07,29019.240234
2021-06-08,28963.560547
2021-06-09,28860.800781
2021-06-10,28958.560547
2021-06-11,28948.730469
2021-06-14,29161.800781
2021-06-15,29441.300781
2021-06-16,29291.009766
2021-06-17,29018.330078
2021-06-18,28964.080078
2021-06-21,28010.929688
2021-06-22,28884.130859
2021-06-23,28874.890625
2021-06-24,28875.230469
2021-06-25,29066.179688
2021-06-28,29048.019531
2021-06-29,28812.609375
2021-06-30,28791.529297
2021-07-01,28707.039063
2021-07-02,28783.279297
2021-07-05,28598.189453
2021-07-06,28643.210938
2021-07-07,28366.949219
2021-07-08,28118.029297
2021-07-09,27940.419922
2021-07-12,28569.019531
2021-07-13,28718.240234
2021-07-14,28608.490234
2021-07-15,28279.089844
2021-07-16,28003.080078
2021-07-19,27652.740234
2021-07-20,27388.160156
2021-07-21,27548.0
2021-07-26,27833.289063
2021-07-27,27970.220703
2021-07-28,27581.660156
2021-07-29,27782.419922
2021-07-30,27283.589844
2021-08-02,27781.019531
2021-08-03,27641.830078
2021-08-04,27584.080078
2021-08-05,27728.119141
2021-08-06,27820.039063
2021-08-10,27888.150391
2021-08-11,28070.509766
2021-08-12,28015.019531
2021-08-13,27977.150391
2021-08-16,27523.189453
2021-08-17,27424.470703
2021-08-18,27585.910156
2021-08-19,27281.169922
2021-08-20,27013.25
2021-08-23,27494.240234
2021-08-24,27732.099609
2021-08-25,27724.800781
2021-08-26,27742.289063
2021-08-27,27641.140625
2021-08-30,27789.289063
2021-08-31,28089.539063
2021-09-01,28451.019531
2021-09-02,28543.509766
2021-09-03,29128.109375
2021-09-06,29659.890625
2021-09-07,29916.140625
2021-09-08,30181.210938
2021-09-09,30008.189453
2021-09-10,30381.839844
2021-09-13,30447.369141
2021-09-14,30670.099609
2021-09-15,30511.710938
2021-09-16,30323.339844
2021-09-17,30500.050781
2021-09-21,29839.710938
2021-09-22,29639.400391
2021-09-24,30248.810547
2021-09-27,30240.060547
2021-09-28,30183.960938
2021-09-29,29544.289063
2021-09-30,29452.660156
2021-10-01,28771.070313
2021-10-04,28444.890625
2021-10-05,27822.119141
2021-10-06,27528.869141
2021-10-07,27678.210938
2021-10-08,28048.939453
2021-10-11,28498.199219
2021-10-12,28230.609375
2021-10-13,28140.279297
2021-10-14,28550.929688
2021-10-15,29068.630859
2021-10-18,29025.460938
2021-10-19,29215.519531
2021-10-20,29255.550781
2021-10-21,28708.580078
2021-10-22,28804.849609
2021-10-25,28600.410156
2021-10-26,29106.009766
2021-10-27,29098.240234
2021-10-28,28820.089844
2021-10-29,28892.689453
2021-11-01,29647.080078
2021-11-02,29520.900391
2021-11-04,29794.369141
2021-11-05,29611.570313
2021-11-08,29507.050781
2021-11-09,29285.460938
2021-11-10,29106.779297
2021-11-11,29277.859375
2021-11-12,29609.970703
2021-11-15,29776.800781
2021-11-16,29808.119141
2021-11-17,29688.330078
2021-11-18,29598.660156
2021-11-19,29745.869141
2021-11-22,29774.109375
2021-11-24,29302.660156
2021-11-25,29499.279297
2021-11-26,28751.619141
2021-11-29,28283.919922
2021-11-30,27821.759766
2021-12-01,27935.619141
2021-12-02,27753.369141
2021-12-03,28029.570313
2021-12-06,27927.369141
2021-12-07,28455.599609
2021-12-08,28860.619141
2021-12-09,28725.470703
2021-12-10,28437.769531
2021-12-13,28640.490234
2021-12-14,28432.640625
2021-12-15,28459.720703
2021-12-16,29066.320313
2021-12-17,28545.679688
2021-12-20,27937.810547
2021-12-21,28517.589844
2021-12-22,28562.210938
2021-12-23,28798.369141
2021-12-24,28782.589844
2021-12-27,28676.460938
2021-12-28,29069.160156
2021-12-29,28906.880859
2021-12-30,28791.710938
2022-01-04,29301.789063
2022-01-05,29332.160156
2022-01-06,28487.869141
2022-01-07,28478.560547
2022-01-11,28222.480469
2022-01-12,28765.660156
2022-01-13,28489.130859
2022-01-14,28124.279297
2022-01-17,28333.519531
2022-01-18,28257.25
2022-01-19,27467.230469
2022-01-20,27772.929688
2022-01-21,27522.259766
2022-01-24,27588.369141
2022-01-25,27131.339844
2022-01-26,27011.330078
2022-01-27,26170.300781
2022-01-28,26717.339844
2022-01-31,27001.980469
2022-02-01,27078.480469
2022-02-02,27533.599609
2022-02-03,27241.310547
2022-02-04,27439.990234
2022-02-07,27248.869141
2022-02-08,27284.519531
2022-02-09,27579.869141
2022-02-10,27696.080078
2022-02-14,27079.589844
2022-02-15,26865.189453
2022-02-16,27460.400391
2022-02-17,27232.869141
2022-02-18,27122.070313
2022-02-21,26910.869141
2022-02-22,26449.609375
2022-02-24,25970.820313
2022-02-25,26476.5
2022-02-28,26526.820313
2022-03-01,26844.720703
2022-03-02,26393.029297
2022-03-03,26577.269531
2022-03-04,25985.470703
2022-03-07,25221.410156
2022-03-08,24790.949219
2022-03-09,24717.529297
2022-03-10,25690.400391
2022-03-11,25162.779297
2022-03-14,25307.849609
2022-03-15,25346.480469
2022-03-16,25762.009766
2022-03-17,26652.890625
2022-03-18,26827.429688
2022-03-22,27224.109375
2022-03-23,28040.160156
2022-03-24,28110.390625
2022-03-25,28149.839844
2022-03-28,27943.890625
2022-03-29,28252.419922
2022-03-30,28027.25
2022-03-31,27821.429688
2022-04-01,27665.980469
2022-04-04,27736.470703
2022-04-05,27787.980469
2022-04-06,27350.300781
2022-04-07,26888.570313
2022-04-08,26985.800781
2022-04-11,26821.519531
2022-04-12,26334.980469
2022-04-13,26843.490234
2022-04-14,27172.0
2022-04-15,27093.189453
2022-04-18,26799.710938
2022-04-19,26985.089844
2022-04-20,27217.849609
2022-04-21,27553.060547
2022-04-22,27105.259766
2022-04-25,26590.779297
2022-04-26,26700.109375
2022-04-27,26386.630859
2022-04-28,26847.900391
2022-05-02,26818.529297
2022-05-06,27003.560547
2022-05-09,26319.339844
2022-05-10,26167.099609
2022-05-11,26213.640625
2022-05-12,25748.720703
2022-05-13,26427.650391
2022-05-16,26547.050781
2022-05-17,26659.75
2022-05-18,26911.199219
2022-05-19,26402.839844
2022-05-20,26739.029297
2022-05-23,27001.519531
2022-05-24,26748.140625
2022-05-25,26677.800781
2022-05-26,26604.839844
2022-05-27,26781.679688
2022-05-30,27369.429688
2022-05-31,27279.800781
2022-06-01,27457.890625
2022-06-02,27413.880859
2022-06-03,27761.570313
2022-06-06,27915.890625
2022-06-07,27943.949219
2022-06-08,28234.289063
2022-06-09,28246.529297
2022-06-10,27824.289063
2022-06-13,26987.439453
2022-06-14,26629.859375
2022-06-15,26326.160156
2022-06-16,26431.199219
2022-06-17,25963.0
2022-06-20,25771.220703
2022-06-21,26246.310547
2022-06-22,26149.550781
2022-06-23,26171.25
2022-06-24,26491.970703
2022-06-27,26871.269531
2022-06-28,27049.470703
2022-06-29,26804.599609
2022-06-30,26393.039063
2022-07-01,25935.619141
2022-07-04,26153.810547
2022-07-05,26423.470703
2022-07-06,26107.650391
2022-07-07,26490.529297
2022-07-08,26517.189453
2022-07-11,26812.300781
2022-07-12,26336.660156
2022-07-13,26478.769531
2022-07-14,26643.390625
2022-07-15,26788.470703
2022-07-19,26961.679688
2022-07-20,27680.259766
2022-07-21,27803.0
2022-07-22,27914.660156
2022-07-25,27699.25
2022-07-26,27655.210938
2022-07-27,27715.75
2022-07-28,27815.480469
2022-07-29,27801.640625
2022-08-01,27993.349609
2022-08-02,27594.730469
2022-08-03,27741.900391
2022-08-04,27932.199219
2022-08-05,28175.869141
2022-08-08,28249.240234
2022-08-09,27999.960938
2022-08-10,27819.330078
2022-08-12,28546.980469
2022-08-15,28871.779297
2022-08-16,28868.910156
2022-08-17,29222.769531
2022-08-18,28942.140625
2022-08-19,28930.330078
2022-08-22,28794.5
2022-08-23,28452.75
2022-08-24,28313.470703
2022-08-25,28479.009766
2022-08-26,28641.380859
2022-08-29,27878.960938
2022-08-30,28195.580078
2022-08-31,28091.529297
2022-09-01,27661.470703
2022-09-02,27650.839844
2022-09-05,27619.609375
2022-09-06,27626.509766
2022-09-07,27430.300781
2022-09-08,28065.279297
2022-09-09,28214.75
2022-09-12,28542.109375
2022-09-13,28614.630859
2022-09-14,27818.619141
2022-09-15,27875.910156
2022-09-16,27567.650391
2022-09-20,27688.419922
2022-09-21,27313.130859
2022-09-22,27153.830078
2022-09-26,26431.550781
2022-09-27,26571.869141
2022-09-28,26173.980469
2022-09-29,26422.050781
2022-09-30,25937.210938
2022-10-03,26215.789063
2022-10-04,26992.210938
2022-10-05,27120.529297
2022-10-06,27311.300781
2022-10-07,27116.109375
2022-10-11,26401.25
2022-10-12,26396.830078
2022-10-13,26237.419922
2022-10-14,27090.759766
2022-10-17,26775.789063
2022-10-18,27156.140625
2022-10-19,27257.380859
2022-10-20,27006.960938
2022-10-21,26890.580078
2022-10-24,26974.900391
2022-10-25,27250.279297
2022-10-26,27431.839844
2022-10-27,27345.240234
2022-10-28,27105.199219
2022-10-31,27587.460938
2022-11-01,27678.919922
2022-11-02,27663.390625
2022-11-04,27199.740234
2022-11-07,27527.640625
2022-11-08,27872.109375
2022-11-09,27716.429688
2022-11-10,27446.099609
2022-11-11,28263.570313
2022-11-14,27963.470703
2022-11-15,27990.169922
2022-11-16,28028.300781
2022-11-17,27930.570313
2022-11-18,27899.769531
2022-11-21,27944.789063
2022-11-22,28115.740234
2022-11-24,28383.089844
2022-11-25,28283.029297
2022-11-28,28162.830078
2022-11-29,28027.839844
2022-11-30,27968.990234
2022-12-01,28226.080078
2022-12-02,27777.900391
2022-12-05,27820.400391
2022-12-06,27885.869141
2022-12-07,27686.400391
2022-12-08,27574.429688
2022-12-09,27901.009766
2022-12-12,27842.330078
2022-12-13,27954.849609
2022-12-14,28156.210938
2022-12-15,28051.699219
2022-12-16,27527.119141
2022-12-19,27237.640625
2022-12-20,26568.029297
2022-12-21,26387.720703
2022-12-22,26507.869141
2022-12-23,26235.25
2022-12-26,26405.869141
2022-12-27,26447.869141
2022-12-28,26340.5
2022-12-29,26093.669922
2022-12-30,26094.5
